"","Com.ES","ES.var","Qval","Qpval","tau2","Zval","Pval","FDR","AveFC","propDataset"
"CHST15",0.567635234258694,0.00815866010878245,0.325157210281476,0.849949277216954,0,6.28434363590121,3.29241744978503e-10,7.15254383986832e-09,1.28591570222367,1
"VCAN",0.325819764950559,0.00807588515764612,0.991163790190183,0.609216304156163,0,3.62562062541792,0.000288268296236849,0.0011946704339915,1.07436221789799,1
"RASD1",0.906676570560584,0.058992247493916,11.8676265459231,0.00264836377530546,0.142399012279053,3.73297363062601,0.000189232412320273,0.00083407238432557,1.65342847852106,1
"MPP6",1.04810633757793,0.0426471123502511,8.45106367474622,0.01461755847803,0.0942187816663511,5.07528613410782,3.86913319605497e-07,3.66236068823983e-06,1.29186215601906,1
"RAB23",-0.645004080452119,0.00819803343622046,0.957899170410935,0.619433712528964,0,-7.12373276818067,1.05049302590032e-12,4.6403141934997e-11,-1.06129400927877,1
"FXYD7",0.75099087575991,0.0343850761474701,6.98047140450277,0.0304936838941574,0.0711267929160255,4.04995003531448,5.12285697298331e-05,0.000269393528481882,1.0638300206954,1
"KCNK10",0.642346531479499,0.0561706324731665,11.4990318478705,0.00318432187748267,0.134788548907398,2.71028353262733,0.00672257137783894,0.0179313674244754,1.27247572828112,1
"GPR173",0.896469503393009,0.0429501376203671,8.62652050155293,0.0133898241704041,0.0955373226343881,4.32566856203332,1.52069929177934e-05,9.26723811716864e-05,2.31381937383969,1
"GPR85",-0.630669082409287,0.00818528175288148,0.274691805675623,0.871668661315473,0,-6.9708337348923,3.15059089928127e-12,1.19599384215685e-10,-1.57311525087762,1
"RETREG1",0.562492074755289,0.00815615479469471,1.48748828605624,0.475330872846995,0,6.22835958586422,4.71344296926191e-10,9.82945038096292e-09,1.04074362877055,1
"NEURL1B",0.525020835928767,0.00814066249253017,1.61749712501061,0.445415126777361,0,5.81897731831633,5.92087667783403e-09,9.18176801412624e-08,1.00002132253514,1
"ROBO4",0.630879008997206,0.00979171247679478,2.27364786678136,0.320836403112675,0.00387698225807201,6.37553671875367,1.82323267594597e-10,4.23879788154138e-09,1.61291394087916,1
"CTSG",-0.523286737741672,0.0426143033463182,8.76358392303889,0.0125029337586542,0.095357080790866,-2.53490700498146,0.0112477180829416,0.0277096478781543,-1.40416891618973,1
"CTSW",-0.696769516419895,0.00822073289047092,0.168121415588633,0.91937544114576,0,-7.68482307703114,1.53210777398272e-14,1.06350166768315e-12,-1.04283881515222,1
"FNBP1L",0.675395293116304,0.0119876594358093,2.65629880868171,0.264967154929229,0.00932978634133742,6.16865996811335,6.88711532248476e-10,1.39435388966473e-08,1.11351147219558,1
"SOHLH2",-0.724692331481147,0.00823438962700692,0.362081023492889,0.834401554946843,0,-7.98615912681758,1.33226762955019e-15,1.13569972140077e-13,-1.07951485603098,1
"MTARC2",-0.696631613590359,0.00821979293361462,0.274510945051056,0.871747490148928,0,-7.68374140786429,1.55431223447522e-14,1.07380139535286e-12,-1.72993733185547,1
"CYP1B1",0.425347417064356,0.00810406062582833,0.707730026661464,0.70196971751434,0,4.72489823652554,2.30230618947225e-06,1.77852238070678e-05,1.26984389344382,1
"CYP2B7P",-0.640023987224204,0.00819174705867327,0.154622995264549,0.925601486024591,0,-7.0714420077351,1.53321799700734e-12,6.36744123714416e-11,-1.35743083180253,1
"KIRREL1",0.840524101731856,0.00830598306982053,1.59058777037315,0.451448541386401,0,9.22262712821825,0,0,2.33932845235812,1
"CYP2E1",-0.615484488660677,0.00817837716829573,0.304385591097702,0.858822687587406,0,-6.80586836072081,1.00441877037838e-11,3.29761540896523e-10,-1.07220600983973,1
"STK32B",0.62023869776406,0.00935442994166315,2.19894773831744,0.333046263521097,0.00281770082195889,6.41283691857387,1.42836187322359e-10,3.41331656163612e-09,1.37535419235344,1
"HEMGN",0.547375840079645,0.00814949514873655,0.970488918031754,0.615546702429084,0,6.06345657979668,1.33226762955019e-09,2.49941637528354e-08,1.37118480571947,1
"TNFRSF19",-0.484990597173596,0.00812547254185084,0.418309269155837,0.811269775584105,0,-5.38033113333529,7.43489525500962e-08,8.54719780222991e-07,-1.04230947522532,1
"MACROH2A2",-0.63391311145924,0.008188382839703,0.363018228246919,0.834010643992864,0,-7.00536333176446,2.4633628470383e-12,9.65280651109604e-11,-1.57916745177645,1
"SAGE1",-0.544916470346488,0.00814677828491619,0.0506623712448083,0.974986956890082,0,-6.03721978022673,1.56792112626647e-09,2.87853731203858e-08,-1.61801764247009,1
"CARMIL1",0.742013836744094,0.0126146338008407,2.75905721966935,0.251697172671338,0.0108411084327565,6.60654929875334,3.93380883423333e-11,1.10487729049363e-09,1.05596660879348,1
"PPP1R9A",0.484812072743628,0.00994991302385411,2.31412293709321,0.314408724683477,0.00442035587778491,4.8603079134014,1.17203315963543e-06,9.657844752971e-06,1.24326542842448,1
"ADRB1",-0.460537984193742,0.00811434119336295,0.109409919156209,0.946764440530128,0,-5.11256477159992,3.17813960259983e-07,3.07213136519215e-06,-1.16878275786698,1
"FRMD4A",-0.62059267440787,0.0106542337246368,2.42736021570941,0.297101898076613,0.00603332772809239,-6.01236772632747,1.82832993189663e-09,3.29846106649223e-08,-1.38133901127632,1
"ZNF334",-0.751438297141566,0.00825026544560215,0.00273075899052734,0.998635552211227,0,-8.27293027818724,2.22044604925031e-16,2.1869893283731e-14,-1.72533612079656,1
"ENAH",0.619863083257421,0.0444240754302176,9.09060431916659,0.010616964214054,0.100462184755771,2.9409427692372,0.00327214983682378,0.0097402753055708,1.42891255537101,1
"DACH1",0.53767991432004,0.0272127480372187,5.61854396048358,0.0602488387749579,0.0510195317976552,3.25939963751173,0.00111648275016774,0.00387130567297695,1.07477794042008,1
"UGGT2",-0.498557412382287,0.00812902440198529,0.363521384725935,0.833800851454043,0,-5.52962861611574,3.20909445683526e-08,4.05012726383442e-07,-1.40761396068251,1
"AJAP1",0.567234863598866,0.0133996640197916,2.92762577001665,0.231352470512113,0.0131064891602392,4.90022431793456,9.57272949131394e-07,8.09876249535016e-06,1.04747820939913,1
"NXF3",-0.564832242163442,0.00815652301421287,1.26063585890799,0.532422501300509,0,-6.25413060690755,3.99736466150102e-10,8.49410855258024e-09,-1.41564252494957,1
"PCDHGB7",0.68507082091088,0.0307162550128476,6.27238435496242,0.0434479253028889,0.0607675328393934,3.90887099711544,9.27284609091306e-05,0.000449518714556833,1.29665121861321,1
"PCDHGB6",0.615753986336658,0.0264248437957591,5.43677318440859,0.065981123053647,0.0486705569920288,3.78792191445506,0.000151912574094082,0.000690714158630515,1.01485449929756,1
"PCDHGB2",0.530530430202824,0.0377458360061731,7.75942451296951,0.0206567681777313,0.0812159733240823,2.73071122081126,0.00631978212708062,0.0170088045654761,1.18469812998422,1
"PCDHGB1",0.622145744768066,0.0276365217249731,5.67707749365388,0.0585111030616917,0.0521002078935992,3.74240206149566,0.000182269579297012,0.000807002143651397,1.16344703544016,1
"PCDHGA10",0.594970164129731,0.0361120298733479,7.40166213238599,0.0247029881188652,0.0764273289710785,3.13090029324895,0.00174271317107921,0.00568675304743698,1.00931402830088,1
"PCDHB2",0.51696306814891,0.00814177125531231,1.50086276451552,0.472162826136183,0,5.7292802952385,1.00857624474315e-08,1.47314788773757e-07,1.12950822492674,1
"PARD3",0.545781760128473,0.017656684830142,3.73363037389206,0.154615299336445,0.0244655074982363,4.10737575370279,4.00179918731425e-05,0.000216410788951244,1.15165658087254,1
"KCNQ5",-0.843855939166352,0.0124752879199261,2.71867180473759,0.256831281377079,0.0103283267223988,-7.55514880517871,4.17443857259059e-14,2.51449549886996e-12,-1.2609585357286,1
"SUCNR1",-0.543175352216782,0.00814628274866528,0.2703725633961,0.873553169562802,0,-6.01811267600417,1.7646235583868e-09,3.19936786201547e-08,-1.08972667438239,1
"PRTFDC1",0.582386710712093,0.00816464374007507,1.24411633905829,0.536838395346508,0,6.44529554962226,1.15375264897466e-10,2.84092100744993e-09,1.13950800151626,1
"SHD",0.474117891369977,0.00812135659753922,1.66127813761502,0.435770709848359,0,5.26104545555332,1.43238614302987e-07,1.51964285348955e-06,1.34232949328375,1
"CEACAM19",-0.696968065696425,0.0405167716682093,8.25075625879543,0.0161573838510898,0.0889330032285361,-3.46254529009949,0.000535091850514924,0.00204349853417764,-1.14463552298077,1
"STOX2",-0.425460755202796,0.00810292836710299,0.67242888418597,0.714469876971495,0,-4.72648742573766,2.28436930749254e-06,1.76653853556068e-05,-1.07098733224846,1
"PLSCR4",0.464968078537229,0.00811827786662843,0.479658887195355,0.786762036926454,0,5.16049286955704,2.46300544182176e-07,2.46279353617967e-06,1.18394300842358,1
"CD248",0.641702340521078,0.0081958382373163,1.1179842075718,0.571785073531956,0,7.08821585154928,1.35846889293134e-12,5.7901757462749e-11,1.19600753193662,1
"ATP10A",0.857980414656127,0.0208316263706419,4.26686507778457,0.118430079508771,0.0326247200115862,5.9445062145301,2.77291456463047e-09,4.70556177050272e-08,1.60032959015364,1
"DES",0.532401315702194,0.00814726713438915,1.1636858612749,0.558867462945511,0,5.89838534577794,3.67075903007219e-09,6.05987025836493e-08,1.32903070729288,1
"SHROOM4",-0.561007749603618,0.00815391700324168,0.0768123228420758,0.962322003432307,0,-6.2127763106782,5.20565368589132e-10,1.07788087754599e-08,-1.44240675491027,1
"WDR35",-0.891878462371886,0.00953176565354197,2.198138307584,0.33318107974103,0.00286528483146318,-9.13521973757379,0,0,-1.07902812108109,1
"SEMA6A",0.899651196480448,0.00834352005443806,0.373279861670404,0.829742447273874,0,9.84916707943827,0,0,2.03834011398047,1
"DOCK6",0.90747549365105,0.00835039482977997,0.0124027333537726,0.993817822111384,0,9.93073517103764,0,0,1.81468566448916,1
"TRMT9B",-0.758778455743083,0.00826374195028668,1.83573087653519,0.399370613122451,0,-8.34692704735851,0,0,-2.12841279476378,1
"JCAD",1.02652524283482,0.0580831084478625,11.5666932582644,0.00307839590068423,0.139366267846853,4.25936353094777,2.05009818303736e-05,0.000119969013304439,2.41555556015775,1
"DPP10",-0.511225061950095,0.00813329693687855,0.330714471142387,0.847590860392716,0,-5.66863928409944,1.43936034202596e-08,2.01551928008765e-07,-1.67057874692343,1
"DHCR24",-0.657095027941988,0.0200037787918157,4.16233935889396,0.124784169325391,0.0307047198133199,-4.64592462259835,3.38556614765118e-06,2.50260637597927e-05,-1.08691487499308,1
"CXCL16",0.63160966162083,0.00818813722095653,0.304214025394937,0.858896363006378,0,6.98001263264032,2.95163893326844e-12,1.13226422974353e-10,1.44827185468181,1
"ZNF462",0.481394365938402,0.00812365564311195,0.565428798851318,0.753735024278267,0,5.34103286503847,9.24184979655962e-08,1.03709349102733e-06,1.12903736412032,1
"RXFP1",0.490156532493981,0.0081248189913801,0.0597328307003434,0.970575178834402,0,5.43785906771576,5.39246003405935e-08,6.39592269458773e-07,1.50651109755515,1
"DLG3",1.05411129608025,0.0520461850536294,10.3272791131245,0.0057208404271363,0.121599123633725,4.62053236415345,3.82756627903547e-06,2.78693474772727e-05,1.3500601560351,1
"SMOC1",0.7849020368617,0.0702992773774809,14.2980332507484,0.000785636276349465,0.176067749511115,2.96032931400199,0.00307310356251844,0.00924244500509466,1.03439879521415,1
"TPSB2",0.495388625879418,0.00813352146905796,1.46270839834563,0.481256831010758,0,5.49296361486932,3.95244246220727e-08,4.8661109604388e-07,1.37604765741327,1
"CLEC7A",0.58830986724779,0.00817330759456593,1.62389080440728,0.443993479617624,0,6.50739562176345,7.64648344642183e-11,1.9589242389893e-09,1.31048316006808,1
"TTTY15",0.478023368496516,0.00812365178062199,0.670333708766821,0.715218739014322,0,5.30363317273105,1.13520318922866e-07,1.24889485957632e-06,1.97634565392589,1
"DNASE1L3",0.612238129559933,0.0119112596946137,2.65133472253639,0.265625631666367,0.00921830558921563,5.60972441890079,2.02649053093751e-08,2.72510631637233e-07,1.11813343654079,1
"DNTT",1.28901771572274,0.0686178954820912,13.3360745068585,0.00127089074107861,0.169379614354971,4.92085070573565,8.6168843860257e-07,7.4105205719821e-06,4.7153073968439,1
"DOCK1",0.659069325135376,0.0114661625310053,2.5647838741241,0.277373047471972,0.00802397879865372,6.15491489296265,7.5117823072901e-10,1.49998973552559e-08,2.13040996388206,1
"CAMKV",-0.51104090646341,0.00813378020368754,0.246816827031943,0.883902591067607,0,-5.66642896240349,1.45804237572378e-08,2.03972012580859e-07,-1.08193861725379,1
"POGLUT2",-0.528561420398233,0.00814330912479413,1.69073367419289,0.429399809535813,0,-5.85726671347648,4.70547112385589e-09,7.5624754765653e-08,-1.08560336237249,1
"MMP28",0.617304874677457,0.00817945959208729,0.348868026582958,0.839932276766939,0,6.8255460466248,8.75921557508264e-12,2.90849852933894e-10,1.28952862474097,1
"IRX3",-0.819661482450598,0.00829299342099886,0.167510106225765,0.919656495503943,0,-9.00075347410338,0,0,-2.68999053485382,1
"BCL2L14",1.25147182480101,0.0251759031996735,4.93220022056252,0.0849153746920125,0.0437227832349239,7.88730338846287,3.10862446895044e-15,2.50355905435859e-13,2.12990124540276,1
"DSG2",0.58890984698822,0.00816833338802913,1.77829954460082,0.411005052119289,0,6.51601519774315,7.21995796482133e-11,1.85945807867846e-09,1.96325423592066,1
"MICALL2",-0.816747721725577,0.00828907885053734,0.737967694405272,0.691436578995057,0,-8.97087481372543,0,0,-1.1326101309648,1
"EFCC1",0.678190887213923,0.00821064186844328,0.241436080650434,0.886283820663687,0,7.48451038221288,7.17204073907851e-14,4.03655744608291e-12,1.60343454478458,1
"BAALC",1.01686875537873,0.0110051217277941,2.43001357721964,0.296708000052365,0.0062804857830203,9.69320679203389,0,0,2.90882825860679,1
"CPED1",0.589167018195397,0.0260547540842891,5.37094976258803,0.0681888047185737,0.0476675848401348,3.65001742396712,0.000262222520756694,0.00110187883686086,1.35258545417225,1
"WWC2",-0.697911783815717,0.00822230421128944,1.43650216981577,0.48760428917624,0,-7.69668585168599,1.3988810110277e-14,9.85096062693273e-13,-1.32628640837662,1
"MYCT1",0.676998898900344,0.00821156912955575,0.364461004765831,0.833409215463848,0,7.47093375712584,7.97140131680862e-14,4.41821737624028e-12,1.90826757103818,1
"RUBCNL",0.683774347195086,0.0665367767109191,13.612236627346,0.00110698152607615,0.165214834715961,2.65083029003582,0.0080294175995046,0.0208005723028218,1.05656574809242,1
"EBF1",0.590567354697569,0.0242696247802992,5.01689809445224,0.0813943802360483,0.0426753805258642,3.79086139315352,0.000150125720266292,0.000684725476946727,1.06751144887924,1
"SLC35G2",0.660042976361387,0.0128755785791884,2.81897653718221,0.244268250911934,0.0116309918887906,5.81686302473005,5.99622373975706e-09,9.23963567171655e-08,1.2944019279465,1
"SLC2A10",-0.522842288933085,0.00814377820232428,1.28385063295269,0.526278195919544,0,-5.79372314889752,6.88429091511011e-09,1.04642657632492e-07,-1.05608641464446,1
"C1orf21",0.920617645949283,0.0669962904462589,13.4819257828775,0.00118150894386897,0.165918305871787,3.55675472104058,0.000375464414845039,0.00150567944297005,1.36717445101861,1
"EFNA1",0.573664711770451,0.0081601828583967,0.0885235173918247,0.956703499234331,0,6.35050394646713,2.14610773596746e-10,4.87286798554481e-09,1.10589233425878,1
"NUAK2",0.7931028172186,0.00827468688941472,0.468174282467705,0.791292858655076,0,8.71873962055983,0,0,1.34679542096255,1
"ADAMTS10",0.993212026586618,0.0084116809405256,0.223038533904752,0.894474157446252,0,10.8293047142986,0,0,1.53839892470313,1
"SLCO5A1",1.10328010965363,0.00948839447167595,2.16063193538472,0.339488241380439,0.00236692352416613,11.3263355235736,0,0,2.74195677766435,1
"EFNB1",0.927535106031128,0.00836340981488891,0.908992837362008,0.634767544552412,0,10.142351718518,0,0,1.01786427587952,1
"VANGL1",-0.738291626971146,0.00824501158026456,0.897785296036839,0.638334621502203,0,-8.13078183243515,4.44089209850063e-16,4.09714456454706e-14,-1.00478437202907,1
"CALN1",0.809733780418492,0.00828722042447014,0.239872315902043,0.886977061342615,0,8.89483328004704,0,0,2.19208133113061,1
"AGT",-0.521388769039807,0.00813867565803625,0.206260078081972,0.902009669382259,0,-5.77942725050194,7.49553574763695e-09,1.1346046167529e-07,-1.17315720810937,1
"ROPN1L",-0.824290966885157,0.00829461057701279,1.27658346938942,0.528193949199625,0,-9.05070771608136,0,0,-1.07679277608755,1
"TTTY14",0.410562757880781,0.0110490917919827,2.51739815706372,0.284023278244053,0.00723745130637326,3.90585630057194,9.38922989077717e-05,0.00045470699042478,1.24945663162893,1
"SNX25",0.857622448131734,0.0777934535543691,15.7604035639316,0.000378156743872432,0.19804408910665,3.07485481177338,0.00210605049347934,0.00670010869564564,1.2463831720066,1
"USP44",-0.482799246788836,0.00812468441719157,0.432703060525137,0.805452111309194,0,-5.35628076117947,8.49524686152847e-08,9.61453520966619e-07,-1.13345708029046,1
"ZMYND15",0.643353098626517,0.00819785421556539,1.12432019168266,0.569976529201201,0,7.10557620670507,1.19815268817547e-12,5.16729933003959e-11,1.30016227540901,1
"SLC37A3",0.79160666830333,0.0222436906853448,4.56256215535147,0.102153256598279,0.0366716521509791,5.30769575263639,1.11019749615693e-07,1.22415649784263e-06,1.01771959991493,1
"PRXL2A",0.803581005541299,0.0110575251159155,2.47347252111005,0.290330235563662,0.00678878633305066,7.64188847623712,2.1316282072803e-14,1.40600653291968e-12,1.64095562922722,1
"ACTRT3",-0.939315811728217,0.00837327733920504,1.85108704670378,0.396315953549544,0,-10.2651167913542,0,0,-1.04412936907845,1
"HOPX",0.805285916384226,0.00830287532880982,2.00304938451068,0.367318965621532,4.3736435228031e-05,8.83763061296652,0,0,1.66960199122512,1
"MAP1LC3A",-0.592546893176307,0.0175225830236327,3.70027869533947,0.157215257207433,0.0240374781340922,-4.47634614599846,7.59313412257434e-06,5.04030583355037e-05,-1.04177726609965,1
"NTNG2",-0.696891843299336,0.0150467647681874,3.21199211890028,0.200689556592272,0.0172583957764804,-5.68124888886014,1.33714725958356e-08,1.89606961118186e-07,-1.21245156960772,1
"AGXT",-0.407851124162353,0.00809689902490707,0.544834191648404,0.761536561119158,0,-4.53254685244442,5.8276744612229e-06,3.99764755864688e-05,-1.04210831725178,1
"GPT2",-0.777926607886111,0.00826550066610986,0.645079519653679,0.724307132908217,0,-8.55665542865565,0,0,-1.13576436645453,1
"ZNF503",-0.507700259951076,0.00813254615003345,0.555654360764058,0.75742770857132,0,-5.62981491831276,1.80403101346371e-08,2.4622996332641e-07,-1.04768492573345,1
"CORO6",0.823879050545803,0.00829370942494739,0.603236134276255,0.739620496324036,0,9.04667632097499,0,0,1.07119341704605,1
"SHANK3",0.577300271148762,0.00816139165535339,0.667694606302366,0.716163129731635,0,6.39027652462988,1.65585989364558e-10,3.88062213338773e-09,1.38068759376989,1
"NKD2",0.413572723827913,0.00810238317909001,1.1631250213664,0.559024202509328,0,4.59457662934318,4.3362875887798e-06,3.1061456600316e-05,1.12593657136037,1
"EPHB1",0.923634299863399,0.0809175526833538,16.3199344258381,0.000285871767544544,0.207029370562522,3.24697304100761,0.00116639437615174,0.0040128701489648,1.25065112901952,1
"EPHB2",0.46818181855854,0.00812344462821711,1.55246409569915,0.460136521413527,0,5.19450814958393,2.05261782459942e-07,2.10119452452147e-06,1.14984926955463,1
"LMLN",-1.16082044949727,0.00855397337992032,0.132158695299354,0.936056587454632,0,-12.5510801518811,0,0,-1.16864977872894,1
"SIGLEC12",-0.668668905246359,0.00821085560604915,1.24034397309839,0.537851926342769,0,-7.37932980096477,1.58983937126322e-13,8.36645794761878e-12,-1.70991879184624,1
"SEC16B",-0.691231267918159,0.0362067355408226,7.37719866946709,0.0250070039654372,0.0764780843202265,-3.63269294379844,0.000280478706824683,0.00116873755385355,-1.10096668762586,1
"TRIM15",-0.513650423960368,0.00813394273406671,0.270244529717663,0.873609093465624,0,-5.69530642821652,1.2315053643519e-08,1.75824228170007e-07,-1.01608956670685,1
"EPS8",0.496076840013899,0.00812816229978978,0.114882943945843,0.944177149595079,0,5.5024077287355,3.74639310685154e-08,4.65171825541524e-07,1.02729120063609,1
"L3MBTL4",1.23285305934531,0.0496906718749935,9.68414361262334,0.007890689125435,0.114129752239148,5.53062080128527,3.19099457968264e-08,4.03077365580882e-07,2.84645786667566,1
"PLXNA4",0.75152231678078,0.06054014907309,12.3195553447486,0.00211272293619527,0.147379584858306,3.05435940300694,0.00225541704082288,0.00709172006127592,1.04493665259656,1
"ZNF804A",-1.00517122746027,0.015392529294281,3.20811934759397,0.201078545465086,0.0176183305396791,-8.10186596822006,4.44089209850063e-16,4.09714456454706e-14,-2.03197859525807,1
"DUSP27",0.664504208523912,0.00820226198523661,0.248330865247597,0.883233713125345,0,7.33720946139399,2.18047802036381e-13,1.09982104162087e-11,1.87586406439942,1
"SPSB4",-0.510968255272601,0.0135994124428894,2.97618644555297,0.225802800951234,0.0137203818184939,-4.38161129140366,1.17804843113856e-05,7.39153366759106e-05,-1.01350362228449,1
"FANK1",-0.932268125701145,0.0102283382962855,2.31105641205021,0.314891165557208,0.00450728873291325,-9.21803375497543,0,0,-1.33107314819006,1
"ESR1",0.907581277083259,0.00835132071641095,1.79070497200924,0.408463595561972,0,9.931342210756,0,0,1.57672573502727,1
"EGFEM1P",1.24018368498599,0.032949362887621,6.41830990274298,0.0403907309862615,0.0657402335341102,6.83223039388469,8.36042346463728e-12,2.78241764484058e-10,2.74259989647354,1
"EPSTI1",0.695819501864777,0.0082207931477213,1.44308171427779,0.486002817808344,0,7.67431703316425,1.66533453693773e-14,1.13969866408175e-12,1.1788881009043,1
"EYA1",0.599072739933487,0.0130435835877649,2.85831812478488,0.239510250756788,0.0121443494494429,5.24542999297102,1.55918256528054e-07,1.63865928291957e-06,1.14372067883373,1
"GBP4",0.983267975690313,0.0118150827549959,2.57718501419842,0.275658497551416,0.00839170736571094,9.04593600056774,0,0,1.50199091293589,1
"F2RL1",0.87080985654875,0.018358997252402,3.79542653991735,0.149911033632899,0.0258533685875176,6.42686026867327,1.30266464282158e-10,3.15955782003498e-09,1.8202434018889,1
"PHACTR3",-0.452061850933667,0.00811214126261785,0.14560604606168,0.929783958015226,0,-5.01914920851375,5.19008267918508e-07,4.74628828196242e-06,-1.36622833574541,1
"CYYR1",0.363068097707855,0.0164702011935425,3.53612564728418,0.170663273671044,0.0214844379080281,2.82903706555993,0.00466882913385747,0.0132086378011545,1.11332009132892,1
"PPP1R27",-0.526368417642568,0.00813957490979431,0.485065800130095,0.784637932515048,0,-5.83430274730919,5.40159672546281e-09,8.44839865526517e-08,-1.30676307004119,1
"SLC18B1",0.857649001220653,0.0195799475847118,4.02957729253488,0.133348584108775,0.0291993622446508,6.1292004353557,8.832179432261e-10,1.73747205916422e-08,1.17685800505304,1
"AGAP1",0.634880445038724,0.00819134916022616,0.876133971591898,0.645282556643871,0,7.0147828479216,2.30304664228242e-12,9.16430764154353e-11,1.04124321824625,1
"ZNF488",-0.600969317832661,0.00817286419459993,0.195821284946871,0.906729923277221,0,-6.64760427830282,2.9790170330557e-11,8.63322689678984e-10,-1.07267732340209,1
"IQCK",-0.879763506010456,0.00833306871631168,1.48788741980909,0.47523602201429,0,-9.63747936591506,0,0,-1.03456054570254,1
"TMIGD2",0.637244665551352,0.00819158632401623,0.380192118625607,0.826879700632455,0,7.0408031533959,1.91135995919467e-12,7.73941503477242e-11,1.37921274133096,1
"FCN1",0.405177394087024,0.00809678254017442,0.691271067164617,0.707770398645342,0,4.50286544217965,6.70433344529542e-06,4.53499158385482e-05,1.01017467175219,1
"XIRP2",0.862414026133026,0.0242750928695039,4.92996506089882,0.0850103274509437,0.0421716422743637,5.53522604566649,3.10827217298026e-08,3.94336670718306e-07,1.98525782892088,1
"GPC4",-0.500369180177779,0.00813042381827225,0.21110819267009,0.89982579425248,0,-5.54924576679097,2.86904626722873e-08,3.69779729773591e-07,-1.55137649022958,1
"KCNH8",0.87184698190472,0.0411842620518516,8.28215356575208,0.0159057152783271,0.0904766564780137,4.29610239712259,1.7382731301252e-05,0.00010423203380434,1.392593482777,1
"COL6A6",-0.60934609257878,0.00820961071718894,2.00422868644779,0.367102439481382,5.96054539182173e-05,-6.7251619702343,1.75397474322381e-11,5.41688343897742e-10,-1.34909456317107,1
"SPATA18",-0.519185288067261,0.00813690267740833,0.198402378515579,0.905560500650071,0,-5.75562932627881,8.63196070177707e-09,1.27874076371752e-07,-1.02061445758456,1
"CD109",0.737843198692137,0.0176789148708507,3.6982192497209,0.157377228722317,0.0242373425852837,5.54927536859328,2.86856056685991e-08,3.69779729773591e-07,1.54966160308426,1
"FGFR3",-0.646018220226894,0.00819520144465467,0.277587666579205,0.870407459003841,0,-7.13616610410653,9.59676782485985e-13,4.2780454000912e-11,-1.12474324330166,1
"FGFR2",0.636025923411932,0.00818961048771679,0.534696755139227,0.765406374599919,0,7.02818514917322,2.09232631220857e-12,8.40215995952185e-11,1.13741183754323,1
"DIPK1B",0.679123052991809,0.00821024457116154,0.619778809276506,0.733528076541418,0,7.49497909395429,6.63913368725844e-14,3.8079343599908e-12,1.46227822609908,1
"FHL1",0.852733395879261,0.0227167753457836,4.62968604155604,0.0987816894578393,0.0378483300395566,5.65770019440447,1.53414818626629e-08,2.1359386925696e-07,1.37488231811815,1
"S100A16",0.973447555282902,0.00840567624141761,1.25609811180369,0.533631872068155,0,10.6175968107953,0,0,3.17892344413267,1
"MACROD2",0.576237356155624,0.0305143827491972,6.27127686811911,0.0434719909681969,0.0603674873777647,3.29874780680655,0.000971171187319264,0.00342944825522115,1.09069486589298,1
"ADAMTS14",-0.489076823343809,0.00812773206716028,1.99149645552761,0.369446910665986,0,-5.4249081995405,5.79843331127705e-08,6.8440293423875e-07,-1.02097427642682,1
"FOXC1",-0.409914506724754,0.00810015481143927,0.606103662501669,0.738560814847551,0,-4.55456210589567,5.2494814373194e-06,3.65084403205176e-05,-1.41824541749209,1
"ABHD12B",0.625412376888972,0.0343195365559619,7.02302060229067,0.0298517951732246,0.0711682668588973,3.37594812310286,0.000735617881857387,0.00269627907061482,1.4861548963168,1
"NRG4",-0.78861115917396,0.00827900845589327,1.2809383401267,0.527045092247931,0,-8.66709895649245,0,0,-2.00763524583574,1
"OTOA",0.634489718188338,0.0131381958322512,2.8703193846221,0.238077341857915,0.0123436526165955,5.53549832026312,3.10344707710186e-08,3.94067491663013e-07,1.11981937110999,1
"FOXO1",0.97259068347831,0.0108208079744186,2.4061630199496,0.300267507501594,0.00590574605788978,9.34975562926268,0,0,1.34877183563875,1
"MGAT5B",0.688726789568257,0.0179389964165433,3.75930567476602,0.152643088533613,0.025021751011052,5.14218745620214,2.71557959674595e-07,2.67828171730486e-06,1.18565030877839,1
"APCDD1",0.565441699098015,0.037523060414416,7.70620394519378,0.0212138295526007,0.0805512562979248,2.91903099555672,0.00351121309414881,0.010331641758863,1.30239471451193,1
"ZNF418",0.569527579647538,0.00815738214454785,0.535769065945372,0.764996107829831,0,6.30578785702534,2.86731527410211e-10,6.31372428256593e-09,1.02449985220584,1
"FLNB",0.887123770008845,0.0408717031925624,8.21197996817097,0.0164737020601508,0.0895206364540865,4.38806293923007,1.14364683252433e-05,7.20749670458586e-05,1.12156385441841,1
"FLNC",-0.550517091896453,0.00814908877097651,0.0689321869666854,0.966121096932212,0,-6.0984052785813,1.07131858939624e-09,2.05752451615666e-08,-1.21664754110545,1
"GCSAML",-0.456331250614647,0.00811481253248933,1.43792604181144,0.487257269672572,0,-5.0657174863724,4.06864953950148e-07,3.83225259716532e-06,-1.14008115445114,1
"CCDC24",-0.89115859604714,0.0355071164390219,7.1355206815769,0.0282189838660164,0.0740265348291865,-4.7293047302879,2.25290020461344e-06,1.74498014254251e-05,-1.04175124212609,1
"FN1",0.330968380703429,0.00807544376004747,0.363740432735618,0.833709535246301,0,3.68301346537708,0.00023049297925315,0.00098704352484523,1.05473568185497,1
